Age;Condition;Start_Dimension;Age_months;Gender;Subject_ID;Material_Set;Sheet;Relevant_dimension;Baited;Pre_or_postswitch ;Trialnr;Success; Learning_Criterion_met?;LearningCriterionMet_SoftCriterion;Number_administrated_trials ;Number_errors;Number_trials_afterwhich_criterionreached;Number_trials_afterwhich_criterionreached_softcriterion;Number_correcttrials;Proportion_correct
3;ID;Cup;47;Male;A3_1_ConditionID_StartD_Cup_MaterialA;A;1A;Cup;Purple Cup;pre;1;1;N;N;36;14;;;22;0.611111111
3;ID;Cup;47;Male;A3_1_ConditionID_StartD_Cup_MaterialA;A;1A;Cup;Purple Cup;pre;2;1;N;N;36;14;;;22;0.611111111
3;ID;Cup;47;Male;A3_1_ConditionID_StartD_Cup_MaterialA;A;1A;Cup;Purple Cup;pre;3;0;N;N;36;14;;;22;0.611111111
3;ID;Cup;47;Male;A3_1_ConditionID_StartD_Cup_MaterialA;A;1A;Cup;Purple Cup;pre;4;1;N;N;36;14;;;22;0.611111111
3;ID;Cup;47;Male;A3_1_ConditionID_StartD_Cup_MaterialA;A;1A;Cup;Purple Cup;pre;5;1;N;N;36;14;;;22;0.611111111
3;ID;Cup;47;Male;A3_1_ConditionID_StartD_Cup_MaterialA;A;1A;Cup;Purple Cup;pre;6;1;N;N;36;14;;;22;0.611111111
3;ID;Cup;47;Male;A3_1_ConditionID_StartD_Cup_MaterialA;A;1A;Cup;Purple Cup;pre;7;1;N;N;36;14;;;22;0.611111111
3;ID;Cup;47;Male;A3_1_ConditionID_StartD_Cup_MaterialA;A;1A;Cup;Purple Cup;pre;8;0;N;N;36;14;;;22;0.611111111
3;ID;Cup;47;Male;A3_1_ConditionID_StartD_Cup_MaterialA;A;1A;Cup;Purple Cup;pre;9;0;N;N;36;14;;;22;0.611111111
3;ID;Cup;47;Male;A3_1_ConditionID_StartD_Cup_MaterialA;A;1A;Cup;Purple Cup;pre;10;0;N;N;36;14;;;22;0.611111111
3;ID;Cup;47;Male;A3_1_ConditionID_StartD_Cup_MaterialA;A;1A;Cup;Purple Cup;pre;11;1;N;N;36;14;;;22;0.611111111
3;ID;Cup;47;Male;A3_1_ConditionID_StartD_Cup_MaterialA;A;1A;Cup;Purple Cup;pre;12;0;N;N;36;14;;;22;0.611111111
3;ID;Cup;47;Male;A3_1_ConditionID_StartD_Cup_MaterialA;A;1A;Cup;Purple Cup;pre;13;1;N;N;36;14;;;22;0.611111111
3;ID;Cup;47;Male;A3_1_ConditionID_StartD_Cup_MaterialA;A;1A;Cup;Purple Cup;pre;14;1;N;N;36;14;;;22;0.611111111
3;ID;Cup;47;Male;A3_1_ConditionID_StartD_Cup_MaterialA;A;1A;Cup;Purple Cup;pre;15;0;N;N;36;14;;;22;0.611111111
3;ID;Cup;47;Male;A3_1_ConditionID_StartD_Cup_MaterialA;A;1A;Cup;Purple Cup;pre;16;0;N;N;36;14;;;22;0.611111111
3;ID;Cup;47;Male;A3_1_ConditionID_StartD_Cup_MaterialA;A;1A;Cup;Purple Cup;pre;17;1;N;N;36;14;;;22;0.611111111
3;ID;Cup;47;Male;A3_1_ConditionID_StartD_Cup_MaterialA;A;1A;Cup;Purple Cup;pre;18;1;N;N;36;14;;;22;0.611111111
3;ID;Cup;47;Male;A3_1_ConditionID_StartD_Cup_MaterialA;A;1A;Cup;Purple Cup;pre;19;0;N;N;36;14;;;22;0.611111111
3;ID;Cup;47;Male;A3_1_ConditionID_StartD_Cup_MaterialA;A;1A;Cup;Purple Cup;pre;20;1;N;N;36;14;;;22;0.611111111
3;ID;Cup;47;Male;A3_1_ConditionID_StartD_Cup_MaterialA;A;1A;Cup;Purple Cup;pre;21;0;N;N;36;14;;;22;0.611111111
3;ID;Cup;47;Male;A3_1_ConditionID_StartD_Cup_MaterialA;A;1A;Cup;Purple Cup;pre;22;1;N;N;36;14;;;22;0.611111111
3;ID;Cup;47;Male;A3_1_ConditionID_StartD_Cup_MaterialA;A;1A;Cup;Purple Cup;pre;23;0;N;N;36;14;;;22;0.611111111
3;ID;Cup;47;Male;A3_1_ConditionID_StartD_Cup_MaterialA;A;1A;Cup;Purple Cup;pre;24;1;N;N;36;14;;;22;0.611111111
3;ID;Cup;47;Male;A3_1_ConditionID_StartD_Cup_MaterialA;A;1A;Cup;Purple Cup;pre;25;0;N;N;36;14;;;22;0.611111111
3;ID;Cup;47;Male;A3_1_ConditionID_StartD_Cup_MaterialA;A;1A;Cup;Purple Cup;pre;26;1;N;N;36;14;;;22;0.611111111
3;ID;Cup;47;Male;A3_1_ConditionID_StartD_Cup_MaterialA;A;1A;Cup;Purple Cup;pre;27;1;N;N;36;14;;;22;0.611111111
3;ID;Cup;47;Male;A3_1_ConditionID_StartD_Cup_MaterialA;A;1A;Cup;Purple Cup;pre;28;1;N;N;36;14;;;22;0.611111111
3;ID;Cup;47;Male;A3_1_ConditionID_StartD_Cup_MaterialA;A;1A;Cup;Purple Cup;pre;29;0;N;N;36;14;;;22;0.611111111
3;ID;Cup;47;Male;A3_1_ConditionID_StartD_Cup_MaterialA;A;1A;Cup;Purple Cup;pre;30;0;N;N;36;14;;;22;0.611111111
3;ID;Cup;47;Male;A3_1_ConditionID_StartD_Cup_MaterialA;A;1A;Cup;Purple Cup;pre;31;1;N;N;36;14;;;22;0.611111111
3;ID;Cup;47;Male;A3_1_ConditionID_StartD_Cup_MaterialA;A;1A;Cup;Purple Cup;pre;32;1;N;N;36;14;;;22;0.611111111
3;ID;Cup;47;Male;A3_1_ConditionID_StartD_Cup_MaterialA;A;1A;Cup;Purple Cup;pre;33;1;N;N;36;14;;;22;0.611111111
3;ID;Cup;47;Male;A3_1_ConditionID_StartD_Cup_MaterialA;A;1A;Cup;Purple Cup;pre;34;1;N;N;36;14;;;22;0.611111111
3;ID;Cup;47;Male;A3_1_ConditionID_StartD_Cup_MaterialA;A;1A;Cup;Purple Cup;pre;35;0;N;N;36;14;;;22;0.611111111
3;ID;Cup;47;Male;A3_1_ConditionID_StartD_Cup_MaterialA;A;1A;Cup;Purple Cup;pre;36;1;N;N;36;14;;;22;0.611111111
3;ID;Cup;35;Female;A3_2_ConditionID_StartD_Cup_MaterialA;A;2A;Cup;Yellow Cup;pre;1;1;N;N;36;17;;;19;0.527777778
3;ID;Cup;35;Female;A3_2_ConditionID_StartD_Cup_MaterialA;A;2A;Cup;Yellow Cup;pre;2;1;N;N;36;17;;;19;0.527777778
3;ID;Cup;35;Female;A3_2_ConditionID_StartD_Cup_MaterialA;A;2A;Cup;Yellow Cup;pre;3;0;N;N;36;17;;;19;0.527777778
3;ID;Cup;35;Female;A3_2_ConditionID_StartD_Cup_MaterialA;A;2A;Cup;Yellow Cup;pre;4;1;N;N;36;17;;;19;0.527777778
3;ID;Cup;35;Female;A3_2_ConditionID_StartD_Cup_MaterialA;A;2A;Cup;Yellow Cup;pre;5;1;N;N;36;17;;;19;0.527777778
3;ID;Cup;35;Female;A3_2_ConditionID_StartD_Cup_MaterialA;A;2A;Cup;Yellow Cup;pre;6;1;N;N;36;17;;;19;0.527777778
3;ID;Cup;35;Female;A3_2_ConditionID_StartD_Cup_MaterialA;A;2A;Cup;Yellow Cup;pre;7;0;N;N;36;17;;;19;0.527777778
3;ID;Cup;35;Female;A3_2_ConditionID_StartD_Cup_MaterialA;A;2A;Cup;Yellow Cup;pre;8;0;N;N;36;17;;;19;0.527777778
3;ID;Cup;35;Female;A3_2_ConditionID_StartD_Cup_MaterialA;A;2A;Cup;Yellow Cup;pre;9;1;N;N;36;17;;;19;0.527777778
3;ID;Cup;35;Female;A3_2_ConditionID_StartD_Cup_MaterialA;A;2A;Cup;Yellow Cup;pre;10;0;N;N;36;17;;;19;0.527777778
3;ID;Cup;35;Female;A3_2_ConditionID_StartD_Cup_MaterialA;A;2A;Cup;Yellow Cup;pre;11;0;N;N;36;17;;;19;0.527777778
3;ID;Cup;35;Female;A3_2_ConditionID_StartD_Cup_MaterialA;A;2A;Cup;Yellow Cup;pre;12;1;N;N;36;17;;;19;0.527777778
3;ID;Cup;35;Female;A3_2_ConditionID_StartD_Cup_MaterialA;A;2A;Cup;Yellow Cup;pre;13;1;N;N;36;17;;;19;0.527777778
3;ID;Cup;35;Female;A3_2_ConditionID_StartD_Cup_MaterialA;A;2A;Cup;Yellow Cup;pre;14;0;N;N;36;17;;;19;0.527777778
3;ID;Cup;35;Female;A3_2_ConditionID_StartD_Cup_MaterialA;A;2A;Cup;Yellow Cup;pre;15;0;N;N;36;17;;;19;0.527777778
3;ID;Cup;35;Female;A3_2_ConditionID_StartD_Cup_MaterialA;A;2A;Cup;Yellow Cup;pre;16;1;N;N;36;17;;;19;0.527777778
3;ID;Cup;35;Female;A3_2_ConditionID_StartD_Cup_MaterialA;A;2A;Cup;Yellow Cup;pre;17;0;N;N;36;17;;;19;0.527777778
3;ID;Cup;35;Female;A3_2_ConditionID_StartD_Cup_MaterialA;A;2A;Cup;Yellow Cup;pre;18;1;N;N;36;17;;;19;0.527777778
3;ID;Cup;35;Female;A3_2_ConditionID_StartD_Cup_MaterialA;A;2A;Cup;Yellow Cup;pre;19;0;N;N;36;17;;;19;0.527777778
3;ID;Cup;35;Female;A3_2_ConditionID_StartD_Cup_MaterialA;A;2A;Cup;Yellow Cup;pre;20;1;N;N;36;17;;;19;0.527777778
3;ID;Cup;35;Female;A3_2_ConditionID_StartD_Cup_MaterialA;A;2A;Cup;Yellow Cup;pre;21;0;N;N;36;17;;;19;0.527777778
3;ID;Cup;35;Female;A3_2_ConditionID_StartD_Cup_MaterialA;A;2A;Cup;Yellow Cup;pre;22;1;N;N;36;17;;;19;0.527777778
3;ID;Cup;35;Female;A3_2_ConditionID_StartD_Cup_MaterialA;A;2A;Cup;Yellow Cup;pre;23;1;N;N;36;17;;;19;0.527777778
3;ID;Cup;35;Female;A3_2_ConditionID_StartD_Cup_MaterialA;A;2A;Cup;Yellow Cup;pre;24;0;N;N;36;17;;;19;0.527777778
3;ID;Cup;35;Female;A3_2_ConditionID_StartD_Cup_MaterialA;A;2A;Cup;Yellow Cup;pre;25;0;N;N;36;17;;;19;0.527777778
3;ID;Cup;35;Female;A3_2_ConditionID_StartD_Cup_MaterialA;A;2A;Cup;Yellow Cup;pre;26;0;N;N;36;17;;;19;0.527777778
3;ID;Cup;35;Female;A3_2_ConditionID_StartD_Cup_MaterialA;A;2A;Cup;Yellow Cup;pre;27;1;N;N;36;17;;;19;0.527777778
3;ID;Cup;35;Female;A3_2_ConditionID_StartD_Cup_MaterialA;A;2A;Cup;Yellow Cup;pre;28;0;N;N;36;17;;;19;0.527777778
3;ID;Cup;35;Female;A3_2_ConditionID_StartD_Cup_MaterialA;A;2A;Cup;Yellow Cup;pre;29;0;N;N;36;17;;;19;0.527777778
3;ID;Cup;35;Female;A3_2_ConditionID_StartD_Cup_MaterialA;A;2A;Cup;Yellow Cup;pre;30;1;N;N;36;17;;;19;0.527777778
3;ID;Cup;35;Female;A3_2_ConditionID_StartD_Cup_MaterialA;A;2A;Cup;Yellow Cup;pre;31;1;N;N;36;17;;;19;0.527777778
3;ID;Cup;35;Female;A3_2_ConditionID_StartD_Cup_MaterialA;A;2A;Cup;Yellow Cup;pre;32;0;N;N;36;17;;;19;0.527777778
3;ID;Cup;35;Female;A3_2_ConditionID_StartD_Cup_MaterialA;A;2A;Cup;Yellow Cup;pre;33;1;N;N;36;17;;;19;0.527777778
3;ID;Cup;35;Female;A3_2_ConditionID_StartD_Cup_MaterialA;A;2A;Cup;Yellow Cup;pre;34;1;N;N;36;17;;;19;0.527777778
3;ID;Cup;35;Female;A3_2_ConditionID_StartD_Cup_MaterialA;A;2A;Cup;Yellow Cup;pre;35;0;N;N;36;17;;;19;0.527777778
3;ID;Cup;35;Female;A3_2_ConditionID_StartD_Cup_MaterialA;A;2A;Cup;Yellow Cup;pre;36;1;N;N;36;17;;;19;0.527777778
3;ID;Cup;44;Female;A3_3_ConditionID_StartD_Cup_MaterialA;A;3A;Cup;Purple Cup;pre;1;0;N;N;36;18;;;18;0.5
3;ID;Cup;44;Female;A3_3_ConditionID_StartD_Cup_MaterialA;A;3A;Cup;Purple Cup;pre;2;1;N;N;36;18;;;18;0.5
3;ID;Cup;44;Female;A3_3_ConditionID_StartD_Cup_MaterialA;A;3A;Cup;Purple Cup;pre;3;0;N;N;36;18;;;18;0.5
3;ID;Cup;44;Female;A3_3_ConditionID_StartD_Cup_MaterialA;A;3A;Cup;Purple Cup;pre;4;0;N;N;36;18;;;18;0.5
3;ID;Cup;44;Female;A3_3_ConditionID_StartD_Cup_MaterialA;A;3A;Cup;Purple Cup;pre;5;1;N;N;36;18;;;18;0.5
3;ID;Cup;44;Female;A3_3_ConditionID_StartD_Cup_MaterialA;A;3A;Cup;Purple Cup;pre;6;1;N;N;36;18;;;18;0.5
3;ID;Cup;44;Female;A3_3_ConditionID_StartD_Cup_MaterialA;A;3A;Cup;Purple Cup;pre;7;0;N;N;36;18;;;18;0.5
3;ID;Cup;44;Female;A3_3_ConditionID_StartD_Cup_MaterialA;A;3A;Cup;Purple Cup;pre;8;0;N;N;36;18;;;18;0.5
3;ID;Cup;44;Female;A3_3_ConditionID_StartD_Cup_MaterialA;A;3A;Cup;Purple Cup;pre;9;0;N;N;36;18;;;18;0.5
3;ID;Cup;44;Female;A3_3_ConditionID_StartD_Cup_MaterialA;A;3A;Cup;Purple Cup;pre;10;0;N;N;36;18;;;18;0.5
3;ID;Cup;44;Female;A3_3_ConditionID_StartD_Cup_MaterialA;A;3A;Cup;Purple Cup;pre;11;1;N;N;36;18;;;18;0.5
3;ID;Cup;44;Female;A3_3_ConditionID_StartD_Cup_MaterialA;A;3A;Cup;Purple Cup;pre;12;1;N;N;36;18;;;18;0.5
3;ID;Cup;44;Female;A3_3_ConditionID_StartD_Cup_MaterialA;A;3A;Cup;Purple Cup;pre;13;1;N;N;36;18;;;18;0.5
3;ID;Cup;44;Female;A3_3_ConditionID_StartD_Cup_MaterialA;A;3A;Cup;Purple Cup;pre;14;0;N;N;36;18;;;18;0.5
3;ID;Cup;44;Female;A3_3_ConditionID_StartD_Cup_MaterialA;A;3A;Cup;Purple Cup;pre;15;1;N;N;36;18;;;18;0.5
3;ID;Cup;44;Female;A3_3_ConditionID_StartD_Cup_MaterialA;A;3A;Cup;Purple Cup;pre;16;1;N;N;36;18;;;18;0.5
3;ID;Cup;44;Female;A3_3_ConditionID_StartD_Cup_MaterialA;A;3A;Cup;Purple Cup;pre;17;1;N;N;36;18;;;18;0.5
3;ID;Cup;44;Female;A3_3_ConditionID_StartD_Cup_MaterialA;A;3A;Cup;Purple Cup;pre;18;0;N;N;36;18;;;18;0.5
3;ID;Cup;44;Female;A3_3_ConditionID_StartD_Cup_MaterialA;A;3A;Cup;Purple Cup;pre;19;0;N;N;36;18;;;18;0.5
3;ID;Cup;44;Female;A3_3_ConditionID_StartD_Cup_MaterialA;A;3A;Cup;Purple Cup;pre;20;1;N;N;36;18;;;18;0.5
3;ID;Cup;44;Female;A3_3_ConditionID_StartD_Cup_MaterialA;A;3A;Cup;Purple Cup;pre;21;1;N;N;36;18;;;18;0.5
3;ID;Cup;44;Female;A3_3_ConditionID_StartD_Cup_MaterialA;A;3A;Cup;Purple Cup;pre;22;0;N;N;36;18;;;18;0.5
3;ID;Cup;44;Female;A3_3_ConditionID_StartD_Cup_MaterialA;A;3A;Cup;Purple Cup;pre;23;1;N;N;36;18;;;18;0.5
3;ID;Cup;44;Female;A3_3_ConditionID_StartD_Cup_MaterialA;A;3A;Cup;Purple Cup;pre;24;1;N;N;36;18;;;18;0.5
3;ID;Cup;44;Female;A3_3_ConditionID_StartD_Cup_MaterialA;A;3A;Cup;Purple Cup;pre;25;0;N;N;36;18;;;18;0.5
3;ID;Cup;44;Female;A3_3_ConditionID_StartD_Cup_MaterialA;A;3A;Cup;Purple Cup;pre;26;0;N;N;36;18;;;18;0.5
3;ID;Cup;44;Female;A3_3_ConditionID_StartD_Cup_MaterialA;A;3A;Cup;Purple Cup;pre;27;1;N;N;36;18;;;18;0.5
3;ID;Cup;44;Female;A3_3_ConditionID_StartD_Cup_MaterialA;A;3A;Cup;Purple Cup;pre;28;0;N;N;36;18;;;18;0.5
3;ID;Cup;44;Female;A3_3_ConditionID_StartD_Cup_MaterialA;A;3A;Cup;Purple Cup;pre;29;1;N;N;36;18;;;18;0.5
3;ID;Cup;44;Female;A3_3_ConditionID_StartD_Cup_MaterialA;A;3A;Cup;Purple Cup;pre;30;1;N;N;36;18;;;18;0.5
3;ID;Cup;44;Female;A3_3_ConditionID_StartD_Cup_MaterialA;A;3A;Cup;Purple Cup;pre;31;0;N;N;36;18;;;18;0.5
3;ID;Cup;44;Female;A3_3_ConditionID_StartD_Cup_MaterialA;A;3A;Cup;Purple Cup;pre;32;0;N;N;36;18;;;18;0.5
3;ID;Cup;44;Female;A3_3_ConditionID_StartD_Cup_MaterialA;A;3A;Cup;Purple Cup;pre;33;1;N;N;36;18;;;18;0.5
3;ID;Cup;44;Female;A3_3_ConditionID_StartD_Cup_MaterialA;A;3A;Cup;Purple Cup;pre;34;0;N;N;36;18;;;18;0.5
3;ID;Cup;44;Female;A3_3_ConditionID_StartD_Cup_MaterialA;A;3A;Cup;Purple Cup;pre;35;0;N;N;36;18;;;18;0.5
3;ID;Cup;44;Female;A3_3_ConditionID_StartD_Cup_MaterialA;A;3A;Cup;Purple Cup;pre;36;1;N;N;36;18;;;18;0.5
3;ID;Cup;43;Female;A3_5_ConditionID_StartD_Cup_MaterialA;A;5A;Cup;Purple Cup;pre;1;1;Y;Y;12;0;6;6;12;1
3;ID;Cup;43;Female;A3_5_ConditionID_StartD_Cup_MaterialA;A;5A;Cup;Purple Cup;pre;2;1;Y;Y;12;0;6;6;12;1
3;ID;Cup;43;Female;A3_5_ConditionID_StartD_Cup_MaterialA;A;5A;Cup;Purple Cup;pre;3;1;Y;Y;12;0;6;6;12;1
3;ID;Cup;43;Female;A3_5_ConditionID_StartD_Cup_MaterialA;A;5A;Cup;Purple Cup;pre;4;1;Y;Y;12;0;6;6;12;1
3;ID;Cup;43;Female;A3_5_ConditionID_StartD_Cup_MaterialA;A;5A;Cup;Purple Cup;pre;5;1;Y;Y;12;0;6;6;12;1
3;ID;Cup;43;Female;A3_5_ConditionID_StartD_Cup_MaterialA;A;5A;Cup;Purple Cup;pre;6;1;Y;Y;12;0;6;6;12;1
3;ID;Cup;43;Female;A3_5_ConditionID_StartD_Cup_MaterialA;A;5A;Cup;Purple Cup;pre;7;1;Y;Y;12;0;6;6;12;1
3;ID;Cup;43;Female;A3_5_ConditionID_StartD_Cup_MaterialA;A;5A;Cup;Purple Cup;pre;8;1;Y;Y;12;0;6;6;12;1
3;ID;Cup;43;Female;A3_5_ConditionID_StartD_Cup_MaterialA;A;5A;Cup;Purple Cup;pre;9;1;Y;Y;12;0;6;6;12;1
3;ID;Cup;43;Female;A3_5_ConditionID_StartD_Cup_MaterialA;A;5A;Cup;Purple Cup;pre;10;1;Y;Y;12;0;6;6;12;1
3;ID;Cup;43;Female;A3_5_ConditionID_StartD_Cup_MaterialA;A;5A;Cup;Purple Cup;pre;11;1;Y;Y;12;0;6;6;12;1
3;ID;Cup;43;Female;A3_5_ConditionID_StartD_Cup_MaterialA;A;5A;Cup;Purple Cup;pre;12;1;Y;Y;12;0;6;6;12;1
3;ID;Cup;43;Female;A3_5_ConditionID_StartD_Cup_MaterialA;B;5B;Cup;Orange Cup;post;1;0;Y;Y;12;2;8;8;10;0.833333333
3;ID;Cup;43;Female;A3_5_ConditionID_StartD_Cup_MaterialA;B;5B;Cup;Orange Cup;post;2;0;Y;Y;12;2;8;8;10;0.833333333
3;ID;Cup;43;Female;A3_5_ConditionID_StartD_Cup_MaterialA;B;5B;Cup;Orange Cup;post;3;1;Y;Y;12;2;8;8;10;0.833333333
3;ID;Cup;43;Female;A3_5_ConditionID_StartD_Cup_MaterialA;B;5B;Cup;Orange Cup;post;4;1;Y;Y;12;2;8;8;10;0.833333333
3;ID;Cup;43;Female;A3_5_ConditionID_StartD_Cup_MaterialA;B;5B;Cup;Orange Cup;post;5;1;Y;Y;12;2;8;8;10;0.833333333
3;ID;Cup;43;Female;A3_5_ConditionID_StartD_Cup_MaterialA;B;5B;Cup;Orange Cup;post;6;1;Y;Y;12;2;8;8;10;0.833333333
3;ID;Cup;43;Female;A3_5_ConditionID_StartD_Cup_MaterialA;B;5B;Cup;Orange Cup;post;7;1;Y;Y;12;2;8;8;10;0.833333333
3;ID;Cup;43;Female;A3_5_ConditionID_StartD_Cup_MaterialA;B;5B;Cup;Orange Cup;post;8;1;Y;Y;12;2;8;8;10;0.833333333
3;ID;Cup;43;Female;A3_5_ConditionID_StartD_Cup_MaterialA;B;5B;Cup;Orange Cup;post;9;1;Y;Y;12;2;8;8;10;0.833333333
3;ID;Cup;43;Female;A3_5_ConditionID_StartD_Cup_MaterialA;B;5B;Cup;Orange Cup;post;10;1;Y;Y;12;2;8;8;10;0.833333333
3;ID;Cup;43;Female;A3_5_ConditionID_StartD_Cup_MaterialA;B;5B;Cup;Orange Cup;post;11;1;Y;Y;12;2;8;8;10;0.833333333
3;ID;Cup;43;Female;A3_5_ConditionID_StartD_Cup_MaterialA;B;5B;Cup;Orange Cup;post;12;1;Y;Y;12;2;8;8;10;0.833333333
3;ID;Cup;43;Male;A3_6_ConditionID_StartD_Cup_MaterialB;B;1B;Cup;Orange Cup;pre;1;1;N;N;36;28;;;8;0.222222222
3;ID;Cup;43;Male;A3_6_ConditionID_StartD_Cup_MaterialB;B;1B;Cup;Orange Cup;pre;2;0;N;N;36;28;;;8;0.222222222
3;ID;Cup;43;Male;A3_6_ConditionID_StartD_Cup_MaterialB;B;1B;Cup;Orange Cup;pre;3;0;N;N;36;28;;;8;0.222222222
3;ID;Cup;43;Male;A3_6_ConditionID_StartD_Cup_MaterialB;B;1B;Cup;Orange Cup;pre;4;1;N;N;36;28;;;8;0.222222222
3;ID;Cup;43;Male;A3_6_ConditionID_StartD_Cup_MaterialB;B;1B;Cup;Orange Cup;pre;5;0;N;N;36;28;;;8;0.222222222
3;ID;Cup;43;Male;A3_6_ConditionID_StartD_Cup_MaterialB;B;1B;Cup;Orange Cup;pre;6;0;N;N;36;28;;;8;0.222222222
3;ID;Cup;43;Male;A3_6_ConditionID_StartD_Cup_MaterialB;B;1B;Cup;Orange Cup;pre;7;0;N;N;36;28;;;8;0.222222222
3;ID;Cup;43;Male;A3_6_ConditionID_StartD_Cup_MaterialB;B;1B;Cup;Orange Cup;pre;8;0;N;N;36;28;;;8;0.222222222
3;ID;Cup;43;Male;A3_6_ConditionID_StartD_Cup_MaterialB;B;1B;Cup;Orange Cup;pre;9;0;N;N;36;28;;;8;0.222222222
3;ID;Cup;43;Male;A3_6_ConditionID_StartD_Cup_MaterialB;B;1B;Cup;Orange Cup;pre;10;0;N;N;36;28;;;8;0.222222222
3;ID;Cup;43;Male;A3_6_ConditionID_StartD_Cup_MaterialB;B;1B;Cup;Orange Cup;pre;11;0;N;N;36;28;;;8;0.222222222
3;ID;Cup;43;Male;A3_6_ConditionID_StartD_Cup_MaterialB;B;1B;Cup;Orange Cup;pre;12;1;N;N;36;28;;;8;0.222222222
3;ID;Cup;43;Male;A3_6_ConditionID_StartD_Cup_MaterialB;B;1B;Cup;Orange Cup;pre;13;0;N;N;36;28;;;8;0.222222222
3;ID;Cup;43;Male;A3_6_ConditionID_StartD_Cup_MaterialB;B;1B;Cup;Orange Cup;pre;14;0;N;N;36;28;;;8;0.222222222
3;ID;Cup;43;Male;A3_6_ConditionID_StartD_Cup_MaterialB;B;1B;Cup;Orange Cup;pre;15;0;N;N;36;28;;;8;0.222222222
3;ID;Cup;43;Male;A3_6_ConditionID_StartD_Cup_MaterialB;B;1B;Cup;Orange Cup;pre;16;0;N;N;36;28;;;8;0.222222222
3;ID;Cup;43;Male;A3_6_ConditionID_StartD_Cup_MaterialB;B;1B;Cup;Orange Cup;pre;17;0;N;N;36;28;;;8;0.222222222
3;ID;Cup;43;Male;A3_6_ConditionID_StartD_Cup_MaterialB;B;1B;Cup;Orange Cup;pre;18;0;N;N;36;28;;;8;0.222222222
3;ID;Cup;43;Male;A3_6_ConditionID_StartD_Cup_MaterialB;B;1B;Cup;Orange Cup;pre;19;1;N;N;36;28;;;8;0.222222222
3;ID;Cup;43;Male;A3_6_ConditionID_StartD_Cup_MaterialB;B;1B;Cup;Orange Cup;pre;20;0;N;N;36;28;;;8;0.222222222
3;ID;Cup;43;Male;A3_6_ConditionID_StartD_Cup_MaterialB;B;1B;Cup;Orange Cup;pre;21;0;N;N;36;28;;;8;0.222222222
3;ID;Cup;43;Male;A3_6_ConditionID_StartD_Cup_MaterialB;B;1B;Cup;Orange Cup;pre;22;0;N;N;36;28;;;8;0.222222222
3;ID;Cup;43;Male;A3_6_ConditionID_StartD_Cup_MaterialB;B;1B;Cup;Orange Cup;pre;23;0;N;N;36;28;;;8;0.222222222
3;ID;Cup;43;Male;A3_6_ConditionID_StartD_Cup_MaterialB;B;1B;Cup;Orange Cup;pre;24;1;N;N;36;28;;;8;0.222222222
3;ID;Cup;43;Male;A3_6_ConditionID_StartD_Cup_MaterialB;B;1B;Cup;Orange Cup;pre;25;0;N;N;36;28;;;8;0.222222222
3;ID;Cup;43;Male;A3_6_ConditionID_StartD_Cup_MaterialB;B;1B;Cup;Orange Cup;pre;26;1;N;N;36;28;;;8;0.222222222
3;ID;Cup;43;Male;A3_6_ConditionID_StartD_Cup_MaterialB;B;1B;Cup;Orange Cup;pre;27;0;N;N;36;28;;;8;0.222222222
3;ID;Cup;43;Male;A3_6_ConditionID_StartD_Cup_MaterialB;B;1B;Cup;Orange Cup;pre;28;0;N;N;36;28;;;8;0.222222222
3;ID;Cup;43;Male;A3_6_ConditionID_StartD_Cup_MaterialB;B;1B;Cup;Orange Cup;pre;29;0;N;N;36;28;;;8;0.222222222
3;ID;Cup;43;Male;A3_6_ConditionID_StartD_Cup_MaterialB;B;1B;Cup;Orange Cup;pre;30;1;N;N;36;28;;;8;0.222222222
3;ID;Cup;43;Male;A3_6_ConditionID_StartD_Cup_MaterialB;B;1B;Cup;Orange Cup;pre;31;1;N;N;36;28;;;8;0.222222222
3;ID;Cup;43;Male;A3_6_ConditionID_StartD_Cup_MaterialB;B;1B;Cup;Orange Cup;pre;32;0;N;N;36;28;;;8;0.222222222
3;ID;Cup;43;Male;A3_6_ConditionID_StartD_Cup_MaterialB;B;1B;Cup;Orange Cup;pre;33;0;N;N;36;28;;;8;0.222222222
3;ID;Cup;43;Male;A3_6_ConditionID_StartD_Cup_MaterialB;B;1B;Cup;Orange Cup;pre;34;0;N;N;36;28;;;8;0.222222222
3;ID;Cup;43;Male;A3_6_ConditionID_StartD_Cup_MaterialB;B;1B;Cup;Orange Cup;pre;35;0;N;N;36;28;;;8;0.222222222
3;ID;Cup;43;Male;A3_6_ConditionID_StartD_Cup_MaterialB;B;1B;Cup;Orange Cup;pre;36;0;N;N;36;28;;;8;0.222222222
3;ID;Cup;45;Female;A3_7_ConditionID_StartD_Cup_MaterialB;B;2B;Cup;Pink Cup;pre;1;1;Y;Y;36;17;36;36;19;0.527777778
3;ID;Cup;45;Female;A3_7_ConditionID_StartD_Cup_MaterialB;B;2B;Cup;Pink Cup;pre;2;0;Y;Y;36;17;36;36;19;0.527777778
3;ID;Cup;45;Female;A3_7_ConditionID_StartD_Cup_MaterialB;B;2B;Cup;Pink Cup;pre;3;1;Y;Y;36;17;36;36;19;0.527777778
3;ID;Cup;45;Female;A3_7_ConditionID_StartD_Cup_MaterialB;B;2B;Cup;Pink Cup;pre;4;0;Y;Y;36;17;36;36;19;0.527777778
